77824 0 48 1 0.0 Run1
77824 0 91 2 0.0 Run1
77824 0 207 3 0.0 Run1
77824 0 231 4 0.0 Run1
77824 0 338 5 0.0 Run1
77824 0 473 6 0.0 Run1
77824 0 891 7 0.0 Run1
77824 0 986 8 0.0 Run1
77824 0 992 9 0.0 Run1
77824 0 1094 10 0.0 Run1
77824 0 1169 11 0.0 Run1
77824 0 1290 12 0.0 Run1
77824 0 1301 13 0.0 Run1
77824 0 1466 14 0.0 Run1
77824 0 1494 15 0.0 Run1
77824 0 1610 16 0.0 Run1
77824 0 1658 17 0.0 Run1
77824 0 1663 18 0.0 Run1
77824 0 1692 19 0.0 Run1
77824 0 1841 20 0.0 Run1
77824 0 1859 21 0.0 Run1
77824 0 1926 22 0.0 Run1
77824 0 2029 23 0.0 Run1
77824 0 2104 24 0.0 Run1
77824 0 2111 25 0.0 Run1
77824 0 2124 26 0.0 Run1
77824 0 2155 27 0.0 Run1
77824 0 2289 28 0.0 Run1
77824 0 2339 29 0.0 Run1
77824 0 2342 30 0.0 Run1
77824 0 2345 31 0.0 Run1
77824 0 2645 32 0.0 Run1
77824 0 2705 33 0.0 Run1
77824 0 2792 34 0.0 Run1
77824 0 2808 35 0.0 Run1
77824 0 2843 36 0.0 Run1
77824 0 3043 37 0.0 Run1
77824 0 3083 38 0.0 Run1
77824 0 3095 39 0.0 Run1
77824 0 3213 40 0.0 Run1
77824 0 3252 41 0.0 Run1
77824 0 3351 42 0.0 Run1
77824 0 3358 43 0.0 Run1
77824 0 3397 44 0.0 Run1
77824 0 3467 45 0.0 Run1
77824 0 3510 46 0.0 Run1
77824 0 3517 47 0.0 Run1
77824 0 3597 48 0.0 Run1
77824 0 3685 49 0.0 Run1
77824 0 3926 50 0.0 Run1
77824 0 3930 51 0.0 Run1
77824 0 3949 52 0.0 Run1
77824 0 3952 53 0.0 Run1
77824 0 3954 54 0.0 Run1
77824 0 4078 55 0.0 Run1
77824 0 4109 56 0.0 Run1
77824 0 4112 57 0.0 Run1
77824 0 4128 58 0.0 Run1
77824 0 4138 59 0.0 Run1
77824 0 4141 60 0.0 Run1
77824 0 4144 61 0.0 Run1
77824 0 4199 62 0.0 Run1
77824 0 4218 63 0.0 Run1
77824 0 4235 64 0.0 Run1
77824 0 4258 65 0.0 Run1
77824 0 4307 66 0.0 Run1
77824 0 4311 67 0.0 Run1
77824 0 4385 68 0.0 Run1
77824 0 4423 69 0.0 Run1
77824 0 4432 70 0.0 Run1
77824 0 4447 71 0.0 Run1
77824 0 4474 72 0.0 Run1
77824 0 4566 73 0.0 Run1
77824 0 4571 74 0.0 Run1
77824 0 4590 75 0.0 Run1
77824 0 4658 76 0.0 Run1
77824 0 4727 77 0.0 Run1
77824 0 4731 78 0.0 Run1
77824 0 4732 79 0.0 Run1
77824 0 4783 80 0.0 Run1
77824 0 4799 81 0.0 Run1
77824 0 4821 82 0.0 Run1
77824 0 4844 83 0.0 Run1
77824 0 4870 84 0.0 Run1
77824 0 4915 85 0.0 Run1
77824 0 5006 86 0.0 Run1
77824 0 5009 87 0.0 Run1
77824 0 5025 88 0.0 Run1
77824 0 5042 89 0.0 Run1
77824 0 5088 90 0.0 Run1
77824 0 5180 91 0.0 Run1
77824 0 5225 92 0.0 Run1
77824 0 5291 93 0.0 Run1
77824 0 5293 94 0.0 Run1
77824 0 5301 95 0.0 Run1
77824 0 5308 96 0.0 Run1
77824 0 5337 97 0.0 Run1
77824 0 5361 98 0.0 Run1
77824 0 5410 99 0.0 Run1
77824 0 5439 100 0.0 Run1
102402 0 445 1 0.0 Run1
102402 0 481 2 0.0 Run1
102402 0 1687 3 0.0 Run1
102402 0 2332 4 0.0 Run1
102402 0 3534 5 0.0 Run1
102402 0 3648 6 0.0 Run1
102402 0 4226 7 0.0 Run1
102402 0 7699 8 0.0 Run1
102402 0 8668 9 0.0 Run1
102402 0 11378 10 0.0 Run1
102402 0 12916 11 0.0 Run1
102402 0 13344 12 0.0 Run1
102402 0 13982 13 0.0 Run1
102402 0 14185 14 0.0 Run1
102402 0 16182 15 0.0 Run1
102402 0 16539 16 0.0 Run1
102402 0 17602 17 0.0 Run1
102402 0 18804 18 0.0 Run1
102402 0 20958 19 0.0 Run1
102402 0 20982 20 0.0 Run1
102402 0 21543 21 0.0 Run1
102402 0 22089 22 0.0 Run1
102402 0 22787 23 0.0 Run1
102402 0 22822 24 0.0 Run1
102402 0 24041 25 0.0 Run1
102402 0 24236 26 0.0 Run1
102402 0 24889 27 0.0 Run1
102402 0 25015 28 0.0 Run1
102402 0 26712 29 0.0 Run1
102402 0 27321 30 0.0 Run1
102402 0 29139 31 0.0 Run1
102402 0 29148 32 0.0 Run1
102402 0 33967 33 0.0 Run1
102402 0 35188 34 0.0 Run1
102402 0 35421 35 0.0 Run1
102402 0 36043 36 0.0 Run1
102402 0 36058 37 0.0 Run1
102402 0 36395 38 0.0 Run1
102402 0 37550 39 0.0 Run1
102402 0 38236 40 0.0 Run1
102402 0 38320 41 0.0 Run1
102402 0 38547 42 0.0 Run1
102402 0 39572 43 0.0 Run1
102402 0 39911 44 0.0 Run1
102402 0 40074 45 0.0 Run1
102402 0 41726 46 0.0 Run1
102402 0 41759 47 0.0 Run1
102402 0 41854 48 0.0 Run1
102402 0 43009 49 0.0 Run1
102402 0 43195 50 0.0 Run1
102402 0 43963 51 0.0 Run1
102402 0 44408 52 0.0 Run1
102402 0 44609 53 0.0 Run1
102402 0 45232 54 0.0 Run1
102402 0 45275 55 0.0 Run1
